AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave
5043,18,442,1596,2910,14,12288,3987,18,3,10.50,81,0,1.39ns,-,-,-,-
